5001	1020	203
5002	755	262
5003	1177	345
5004	1431	167
5005	1894	193
5006	1063	518
5007	1461	446
5008	1830	373
5009	2203	442
5010	2334	263
5011	930	719
5012	1499	694
5013	1767	630
5014	2041	617
5015	2234	727
5016	2545	543
5017	813	875
5018	1181	760
5019	1397	913
5020	1792	889
5021	2120	901
5022	2359	957
5023	2560	810
5024	993	1005
5025	614	1115
5026	1244	1093
5027	1509	1130
5028	1834	1087
5029	2014	1220
5030	2548	1100
5031	896	1215
5032	1416	1328
5033	1725	1263
5034	2493	1265
5035	777	1412
5036	1134	1400
5037	2257	1280
5038	2346	1466
5039	1236	1583
5040	1450	1542
5041	1663	1434
5042	1971	1380
5043	2257	1604
5044	1931	1609
5045	1684	1614
5046	922	1584
