8001	2768	1621
8002	2480	1640
8003	2102	1665
8004	1740	1667
8005	1352	1683
8006	2520	1411
8007	2272	1351
8008	1982	1453
8009	1584	1431
8010	2835	1360
8011	2005	1206
8012	2815	1083
8013	2350	1127
8014	2620	930
8015	2880	803
8016	973	1620
8017	1232	1468
8018	1340	1227
8019	1717	1210
8020	2067	903
8021	2401	838
8022	2757	523
8023	830	1380
8024	1623	968
8025	2356	614
8026	442	1618
8027	237	1373
8028	536	1264
8029	787	1060
8030	1187	978
8031	1460	715
8032	1990	650
8033	2240	403
8034	2592	310
8035	166	1056
8036	462	1038
8037	1022	768
8038	1735	500
8039	1955	308
8040	2260	168
8041	365	753
8042	655	705
8043	1355	478
8044	1690	186
8045	985	445
8046	1285	240
8047	220	423
8048	640	395
8049	922	168
8050	492	195
