9001	2833	1351
9002	260	895
9003	304	1154
9004	240	673
9005	598	1007
9006	324	1571
9007	536	390
9008	765	207
9009	665	582
9010	948	1606
9011	903	1043
9012	1240	444
9013	1194	727
9014	1393	1472
9015	1678	971
9016	1903	1635
9017	1989	839
9018	1963	199
9019	2399	1630
9020	2589	1149
9021	2281	775
9022	2396	225
9023	2833	626
9024	2138	1197
9025	354	1359
9026	247	453
9027	647	1280
9028	925	493
9029	1128	1318
9030	1909	1336
9031	1552	1225
9032	1395	934
9033	1956	610
9034	1534	525
9035	621	1620
9036	1244	1632
9037	1576	1643
9038	1217	1059
9039	1923	1076
9040	886	781
9041	377	189
9042	1334	204
9043	1629	233
9044	2220	1454
9045	2337	1032
9046	2267	500
9047	2756	317
9048	870	1385
9049	1671	1436
9050	545	761
9051	1621	747
9052	1814	436
9053	1042	219
9054	2739	1606
9055	2556	1411
9056	2821	955
9057	2559	891
9058	2530	582
