4002	508	1562
4003	810	1663
4004	1117	1484
4005	1240	1243
4006	1378	1078
4007	1566	981
4008	1519	890
4009	1389	586
4010	1591	335
4011	1971	259
4012	2354	263
4013	863	1040
4014	479	1040
4015	686	742
4016	378	774
4018	402	363
4019	332	175
4020	613	270
4021	790	133
4022	878	297
4023	962	486
4024	928	718
4025	1180	736
4026	1237	422
4027	1736	535
4028	1657	144
4029	2141	464
4030	1877	784
4031	2034	1008
4032	2325	921
4033	2170	736
4034	2614	864
4035	2674	628
4036	2423	542
4037	2654	342
4038	1426	1645
4039	1726	1486
4040	1940	1373
4041	2317	1230
4042	2668	1235
4043	2812	1050
4044	2549	1416
4045	2501	1596
